0.000000 324.040371 2951.986053 
0.007143 69.299623 184.549387 
0.014286 62.927759 84.796861 
0.021429 15.474255 51.768402 
0.028571 5.651644 40.049962 
0.035714 10.649335 30.857770 
0.042857 9.342252 27.228980 
0.050000 6.290286 21.661410 
0.057143 6.735804 19.619738 
0.064286 8.246997 15.324449 
0.071429 8.224231 15.458432 
0.078571 7.916098 17.640884 
0.085714 9.193602 12.934504 
0.092857 8.317870 14.360623 
0.100000 10.895744 11.261823 
0.107143 8.906849 14.247976 
0.114286 8.953250 11.449650 
0.121429 7.429828 12.162440 
0.128571 7.168774 11.649269 
0.135714 7.046673 10.372486 
0.142857 7.666950 10.472860 
0.150000 6.476452 10.673754 
0.157143 6.799550 8.850644 
0.164286 6.901223 7.703942 
0.171429 5.138745 9.210615 
0.178571 6.538820 9.072525 
0.185714 6.785370 8.041054 
0.192857 5.368316 8.718869 
0.200000 4.786264 5.864468 
0.207143 6.077730 8.786176 
0.214286 4.754491 7.376588 
0.221429 6.078493 7.260141 
0.228571 2.973191 10.025576 
0.235714 6.486040 8.385312 
0.242857 4.901276 7.848902 
0.250000 6.739005 6.973499 
0.257143 6.379009 8.785380 
0.264286 7.763581 7.415105 
0.271429 8.305004 8.459522 
0.278571 10.229864 6.419243 
0.285714 13.870644 12.273080 
0.292857 19.457971 10.231353 
0.300000 23.193534 10.637294 
0.307143 31.331707 10.091807 
0.314286 41.927145 8.382851 
0.321429 63.475146 8.387995 
0.328571 94.396109 7.919389 
0.335714 163.313346 9.776054 
0.342857 166.248578 16.020315 
0.350000 71.550341 14.641718 
0.357143 28.968946 13.241894 
0.364286 28.264844 12.172745 
0.371429 15.671492 19.597046 
0.378571 15.456726 21.143044 
0.385714 14.552342 22.040391 
0.392857 11.306032 24.180512 
0.400000 11.865982 26.875739 
0.407143 11.408655 32.459531 
0.414286 8.069456 63.087728 
0.421429 6.611878 163.970549 
0.428571 8.619528 134.180988 
0.435714 5.315122 90.145394 
0.442857 8.584452 64.159403 
0.450000 8.043053 36.521271 
0.457143 6.650304 12.932108 
0.464286 5.616944 42.145417 
0.471429 9.284218 16.535896 
0.478571 6.531216 13.087412 
0.485714 5.113677 8.712552 
0.492857 4.466063 7.891940 
0.500000 4.751720 6.188415 
0.507143 4.466063 7.891940 
0.514286 5.113677 8.712552 
0.521429 6.531216 13.087412 
0.528571 9.284218 16.535896 
0.535714 5.616944 42.145417 
0.542857 6.650304 12.932108 
0.550000 8.043053 36.521271 
0.557143 8.584452 64.159403 
0.564286 5.315122 90.145394 
0.571429 8.619528 134.180988 
0.578571 6.611878 163.970549 
0.585714 8.069456 63.087728 
0.592857 11.408655 32.459531 
0.600000 11.865982 26.875739 
0.607143 11.306032 24.180512 
0.614286 14.552342 22.040391 
0.621429 15.456726 21.143044 
0.628571 15.671492 19.597046 
0.635714 28.264844 12.172745 
0.642857 28.968946 13.241894 
0.650000 71.550341 14.641718 
0.657143 166.248578 16.020315 
0.664286 163.313346 9.776054 
0.671429 94.396109 7.919389 
0.678571 63.475146 8.387995 
0.685714 41.927145 8.382851 
0.692857 31.331707 10.091807 
0.700000 23.193534 10.637294 
0.707143 19.457971 10.231353 
0.714286 13.870644 12.273080 
0.721429 10.229864 6.419243 
0.728571 8.305004 8.459522 
0.735714 7.763581 7.415105 
0.742857 6.379009 8.785380 
0.750000 6.739005 6.973499 
0.757143 4.901276 7.848902 
0.764286 6.486040 8.385312 
0.771429 2.973191 10.025576 
0.778571 6.078493 7.260141 
0.785714 4.754491 7.376588 
0.792857 6.077730 8.786176 
0.800000 4.786264 5.864468 
0.807143 5.368316 8.718869 
0.814286 6.785370 8.041054 
0.821429 6.538820 9.072525 
0.828571 5.138745 9.210615 
0.835714 6.901223 7.703942 
0.842857 6.799550 8.850644 
0.850000 6.476452 10.673754 
0.857143 7.666950 10.472860 
0.864286 7.046673 10.372486 
0.871429 7.168774 11.649269 
0.878571 7.429828 12.162440 
0.885714 8.953250 11.449650 
0.892857 8.906849 14.247976 
0.900000 10.895744 11.261823 
0.907143 8.317870 14.360623 
0.914286 9.193602 12.934504 
0.921429 7.916098 17.640884 
0.928571 8.224231 15.458432 
0.935714 8.246997 15.324449 
0.942857 6.735804 19.619738 
0.950000 6.290286 21.661410 
0.957143 9.342252 27.228980 
0.964286 10.649335 30.857770 
0.971429 5.651644 40.049962 
0.978571 15.474255 51.768402 
0.985714 62.927759 84.796861 
0.992857 69.299623 184.549387 
