0 16.858631 -5.446759 31.245992 -1623.435920 91.839499 -9089.700163 -11526.363615 912923.713746 -808373.950767 22705776.365340 58596011.065514 -6481568524.085144 7344230672.714508 -336515792817.437500 -230616043668.093750 -9420644431322.250000 
1 16.840936 -8.495392 18.169507 -1159.764936 -78.913707 -10564.621716 -5056.275822 750250.155501 -845320.656809 36079437.186624 62636517.194954 -5245846432.746429 6499916104.243439 -439124460960.507812 -156677930073.378906 -9064450260574.250000 
2 16.852525 1.888124 26.420278 -1372.726258 131.607072 -12202.362342 -7415.020979 842692.999252 -908516.548283 23333283.340714 63789467.367345 -4982315890.031921 6644326749.061249 -397217486830.625000 -156459082998.121094 -16422050400509.500000 
3 16.843032 -5.580241 24.946188 -1339.890174 11.486160 -11043.619243 -5019.953789 744875.033221 -947947.797327 25454476.345785 77677463.794134 -4917339370.621033 6793935615.614563 -443352111140.527344 -222353071604.212891 -9714708733626.250000 
4 16.838742 -6.466208 19.060822 -1175.151895 133.633777 -13336.898843 -3831.204283 598210.670138 -813169.982298 48045526.313751 68416776.867043 -5688105723.289551 5378553729.658417 -430310421803.968750 -199757246823.199219 -16746015583521.250000 
5 16.831094 3.131833 30.842224 -1399.532567 147.085630 -14630.063192 -6795.634761 725311.192082 -840169.016448 23144942.593489 76073032.851419 -5920605459.404266 7315533022.679260 -365196960725.554688 -192547550431.222656 -8760100014502.250000 
6 16.830711 -5.271649 14.956819 -1222.869030 151.865987 -12462.990674 -1862.390155 733033.596048 -795022.204219 6604377.015441 60444926.689209 -5789106761.454346 7103643540.046539 -335940354471.902344 -174922759898.251953 -14899383890202.250000 
7 16.815770 -7.490532 32.187690 -1329.852315 80.673440 -13255.027211 -8326.605046 576968.716388 -782342.012801 12528247.194418 62050802.810470 -5473854236.085175 6633964463.136505 -380012546427.964844 -263884774105.382812 -9961711555164.250000 
8 16.816161 2.100286 17.115659 -1316.841650 102.641984 -13302.734053 -3056.336184 721447.658219 -662716.205588 696041.174665 74688689.885600 -6325791892.527466 6515110892.906769 -502564986103.343750 -222138095451.150391 -14414557741914.750000 
9 16.804210 -4.979371 27.368141 -1257.154390 53.672722 -10924.215595 -4896.474343 816419.404749 -1000330.469619 10371373.804671 68752394.373358 -4387066547.631775 7050687953.339813 -378027076725.445312 -129210560762.921875 -11695563249973.500000 
10 16.801577 -8.226713 23.682014 -1297.036029 55.011539 -8930.596012 -4145.918077 669329.551396 -815337.410141 11519422.152408 71547982.047953 -5917525986.372894 7243501346.271118 -418629972150.839844 -178582070676.503906 -13989946953522.250000 
11 16.784132 1.184785 20.982578 -1313.148020 38.288351 -12658.223537 -4102.527349 731295.127194 -756499.489453 27050649.971177 53553894.687329 -5897522386.055206 6455849722.994751 -387609015443.609375 -160527635279.689453 -16666881227667.750000 
12 16.770389 -4.599978 29.176134 -1282.946735 56.050868 -12568.898527 -6758.704571 877518.153220 -872151.302528 15132144.063079 73779587.640967 -6326695260.915039 7374874924.737610 -320532378510.386719 -143981434114.259766 -12754182844321.000000 
13 16.758766 -7.986322 17.135096 -1306.669420 68.752238 -9027.730906 -3972.061424 766452.784329 -1077826.275644 8950112.505278 72822357.080270 -6055253374.774719 6652372381.304932 -325378916805.339844 -150832255674.099609 -24979934899647.750000 
14 16.746985 0.239466 30.604675 -1316.520709 79.238809 -11745.414462 -3827.298950 807900.573706 -739556.905051 8744694.489449 62003176.113751 -5174756894.450439 6027292799.683594 -356575120446.542969 -27097451512.015625 -14191244183637.500000 
15 16.733476 -4.122115 18.413064 -1282.748025 91.138137 -14488.381302 -3820.345046 632112.643600 -846790.227189 14921777.897414 68244846.456081 -4866665853.625793 6252600996.492310 -477114322121.593750 -125108681166.347656 -19999635672138.750000 
16 16.720716 -8.158010 26.605551 -1307.850106 80.917666 -11695.548841 -4894.395233 900974.460446 -925760.092254 20150051.226922 57310162.787330 -5154855732.330292 5912310903.649628 -351135842486.718750 -175984695460.425781 -10897429977377.750000 
17 16.704305 -0.292141 24.107357 -1291.872129 100.223877 -12763.746968 -4507.832230 757672.836777 -702621.836501 23950084.548464 59911184.765574 -6321139508.720215 7713394132.106201 -481815999176.707031 -184370529662.550781 -15713231680319.250000 
