0 3.468528 4.832380 
1 3.279372 3.730996 
2 3.968296 4.462515 
3 3.522925 4.268864 
4 3.982829 4.107997 
5 3.837017 4.505665 
6 3.749536 4.145134 
7 3.907704 4.326566 
8 3.685695 4.394610 
9 3.838567 4.165233 
10 3.752513 4.379739 
11 3.667256 4.317108 
12 3.838541 4.254056 
13 3.745877 4.416055 
14 3.742540 4.230397 
15 3.782806 4.309048 
16 3.699281 4.342168 
17 3.775835 4.293763 
18 3.798120 4.317680 
19 3.752793 4.287648 
20 3.754902 4.261782 
21 3.740018 4.329107 
22 3.744111 4.300936 
23 3.747827 4.370445 
24 3.714513 4.277229 
25 3.741342 4.347506 
26 3.742273 4.348986 
27 3.764229 4.289139 
28 3.722080 4.326868 
29 3.724560 4.342658 
30 3.776936 4.350486 
31 3.725291 4.336803 
32 3.756487 4.356019 
33 3.794974 4.367459 
34 3.763792 4.341300 
35 3.748597 4.344893 
36 3.740077 4.345885 
37 3.765042 4.380948 
38 3.797128 4.408363 
39 3.775568 4.340628 
40 3.733981 4.388157 
41 3.753853 4.349942 
42 3.755015 4.359778 
43 3.705774 4.334529 
44 3.794329 4.393202 
45 3.752286 4.374268 
46 3.780711 4.366258 
47 3.735670 4.386987 
48 3.803646 4.371450 
49 3.726975 4.385356 
50 3.836777 4.417437 
51 3.799700 4.406517 
52 3.714555 4.352760 
53 3.857484 4.472468 
54 3.765321 4.448202 
55 3.799678 4.410010 
56 3.716507 4.466590 
57 3.837069 4.417122 
58 3.719501 4.444444 
59 3.842530 4.464539 
60 3.771125 4.451896 
61 3.830145 4.414309 
62 3.662272 4.396316 
63 3.784574 4.432306 
64 3.770712 4.519756 
65 3.749970 4.423994 
66 3.757187 4.524325 
67 3.713402 4.394006 
68 3.898611 4.565946 
69 3.768254 4.432613 
70 3.870805 4.572741 
71 3.742554 4.460327 
72 3.800470 4.581628 
73 3.782435 4.522070 
74 3.800160 4.563646 
75 3.781704 4.556902 
76 3.870503 4.558067 
77 3.846472 4.549895 
78 3.847628 4.591364 
79 3.781427 4.507855 
80 3.866137 4.518684 
81 3.725649 4.524041 
82 3.895445 4.649383 
83 3.727214 4.524222 
84 3.865595 4.649279 
85 3.756920 4.519635 
86 3.847590 4.693688 
87 3.831199 4.681061 
88 3.824263 4.623798 
89 3.802297 4.566383 
90 3.789169 4.708088 
91 3.847180 4.652747 
92 3.800875 4.593057 
93 3.890599 4.762555 
94 3.767043 4.726948 
95 3.992692 4.689690 
96 3.885367 4.796389 
97 3.782510 4.701917 
98 3.871482 4.746604 
99 3.895767 4.744151 
100 3.783172 4.875283 
101 3.746900 4.553431 
102 3.774906 4.781508 
103 3.957413 4.911953 
104 3.852957 4.818566 
105 3.831698 4.941218 
106 3.619903 4.678118 
107 3.922060 4.965350 
108 3.891841 5.009641 
109 3.723957 4.753577 
110 3.885696 4.992085 
111 3.812995 4.908424 
112 4.271070 5.353777 
113 3.860743 5.147105 
114 4.105287 5.226269 
115 3.898984 5.303249 
116 3.893420 4.922303 
117 3.927289 5.208536 
118 4.216646 5.360739 
119 3.628798 5.033070 
120 4.367689 5.697466 
121 3.421709 4.942384 
122 3.701586 5.702162 
123 3.793279 5.321684 
124 3.539595 4.990319 
125 3.594302 5.412351 
126 3.461242 5.642468 
127 2.665748 4.411562 
128 2.302837 4.428278 
129 2.238471 4.269572 
130 2.625849 4.156458 
131 1.946874 3.351563 
132 2.004440 4.200230 
133 2.528118 3.657758 
134 3.239957 3.501149 
135 1.728314 2.558406 
136 2.486452 3.214678 
137 2.910711 2.409611 
138 1.845152 3.174420 
139 2.074102 2.333858 
