0 11.954583 -2.537953 6.181486 1387.687776 -149.448921 523.675530 16514.253803 418224.531024 -273922.141838 -93363987.823877 -6020052.950635 4157770238.187042 7414159966.906555 191191813229.265625 -561898243445.628906 113721134946216.875000 
1 11.947400 -11.025301 4.545361 1423.858792 -231.482518 -5151.479004 15790.671426 478510.190862 -55379.722633 -103361529.597340 -331777.409332 5856610244.729523 6056744987.866180 176413290590.781250 -483961982587.255859 109853352870950.250000 
2 11.942348 1.891513 3.761450 1617.146580 -173.788379 1998.891502 16243.872525 690575.273849 -94968.540055 -107454119.753271 -3710244.778777 4391017761.929626 5842613014.127655 186771374961.613281 -479937143890.708984 115453795699407.750000 
3 11.942664 -3.643680 7.013398 1469.711988 -164.075669 708.791503 16895.239499 523247.302779 -266164.856463 -117553662.261573 449208.382269 5108068784.520264 6847835629.854279 171370388396.277344 -483113046071.500000 118216749112798.000000 
4 11.941150 -8.861745 2.079754 1640.568899 -149.518831 -2588.072736 13947.862345 639168.425829 -109816.156693 -108522328.432904 -7627890.894031 5313990813.727386 7420032564.422150 144648424747.871094 -456036130446.021484 110115370497082.875000 
5 11.930588 3.266014 7.630933 1538.652722 -111.850687 -197.333142 17546.178112 679896.231086 -177556.606255 -116355070.631608 6776978.163819 4339075454.918915 6690125573.014221 71117147503.343750 -497273122570.617188 111562682078026.750000 
6 11.925041 -3.006274 2.132918 1554.958810 -142.792916 -767.832781 15261.529774 538617.963717 -188263.064415 -100677109.164850 5447264.568180 4969703850.826874 6229936289.284210 145316896488.281250 -465638570856.146484 113739729458315.125000 
7 11.928531 -9.716383 6.797922 1586.311333 -139.861195 -4483.654422 15463.392601 535979.490678 -245284.066330 -104593574.281697 -320044.150722 5317599724.442505 7602053230.254181 180377837974.050781 -524249283045.000000 109195494722214.250000 
8 11.913120 1.803834 3.731956 1502.980384 -145.435704 1537.482224 14738.262832 642825.897231 -79831.246336 -100509992.725103 -6905321.300350 5609584635.656738 6291429902.682495 237111782069.582031 -547878049853.261719 115622118033263.125000 
9 11.915314 -3.395531 4.771917 1574.040638 -174.978024 -2291.702478 13569.875601 641750.153260 -104769.837835 -107033913.958722 2675294.739164 5409973647.820465 6768469945.609253 189333421543.828125 -590333960767.183594 112323857106643.750000 
10 11.905784 -10.292871 6.369971 1554.216403 -176.639888 -4860.763946 16668.046088 541916.138445 -392162.866595 -111495356.078228 1220181.194448 5531849593.365601 7042841127.567505 204357979182.304688 -640252030853.761719 120349684933515.750000 
11 11.896606 0.919525 2.792288 1523.443661 -153.893778 2138.667534 15141.256828 528096.123854 -266339.424035 -128110625.995278 11389606.218432 4611429187.836975 7279181515.245056 237498942965.023438 -547553707976.628906 111120654868922.625000 
12 11.889388 -3.330148 7.239656 1558.590536 -155.455622 -2710.427461 16906.959633 666116.667571 -223262.096905 -110591524.753602 -1433183.956855 4440502109.951630 6806804225.312561 221719962885.136719 -488056921285.851562 116965866384931.500000 
13 11.884364 -10.109853 2.284818 1516.833048 -133.850002 -1512.300431 14678.192555 732667.395453 -373217.565426 -101703429.006047 8102248.190476 4170834513.004608 6326937544.113861 140020354665.441406 -545673875619.521484 109048506133390.250000 
14 11.873708 -0.401362 6.790162 1534.343468 -150.228460 635.264826 15274.332547 503458.039483 -266817.381868 -100531763.125885 -1861910.438585 5241480731.477264 7270184791.813446 202961263246.308594 -536263978837.537109 119530183129068.500000 
15 11.862910 -3.229882 3.643303 1560.217416 -139.489606 -299.546400 14273.247967 825580.525547 -98956.781190 -111568775.335582 -2063157.195059 5659631359.893127 5751025292.190094 151366512825.644531 -538749619212.576172 117988220442616.000000 
16 11.854364 -9.985549 4.654717 1547.240640 -164.578149 -2579.634710 15063.608147 621416.847234 -314879.249907 -138804738.083382 1002729.147427 4268773117.670288 5277029981.117798 109410057797.300781 -507307429274.375000 117765412303433.250000 
17 11.835131 -1.260808 5.916174 1535.103996 -157.365597 1261.449803 15495.560225 564168.505613 -174109.593739 -121903618.067765 6524008.012825 5192670608.380157 6650005711.656036 270797559957.070312 -590778180168.832031 121223765245836.125000 
18 11.832915 -2.953912 2.872869 1553.291494 -125.918062 -1811.900225 14827.546555 500827.052388 -107663.526376 -110349089.148233 -7115083.196319 5417780108.553772 7948830703.314972 191595667322.304688 -551442153856.496094 119388075896775.125000 
19 11.819546 -9.240028 6.698513 1529.955116 -175.463283 -1603.526748 15816.423904 654526.488754 -363828.295357 -96721578.482575 -2545511.091985 5684835487.974945 6975184163.816040 96263305766.625000 -455820744050.191406 118348509608833.625000 
