0 11.749535 5.628411 7.007223 11.963666 
1 11.424663 4.945586 6.813475 10.512262 
2 12.567536 5.408728 7.495065 11.496710 
3 11.841310 5.290071 7.061956 11.244494 
4 12.590528 5.189439 7.508777 11.030592 
5 12.357908 5.434815 7.370046 11.552161 
6 12.216221 5.212842 7.285547 11.080338 
7 12.471220 5.325704 7.437624 11.320235 
8 12.111775 5.367419 7.223257 11.408905 
9 12.360403 5.225465 7.371534 11.107170 
10 12.221068 5.358329 7.288437 11.389584 
11 12.081440 5.319879 7.205166 11.307854 
12 12.360362 5.280888 7.371510 11.224975 
13 12.210259 5.380499 7.281991 11.436707 
14 12.204818 5.266182 7.278746 11.193716 
15 12.270298 5.314911 7.317797 11.297294 
16 12.134077 5.335297 7.236558 11.340628 
17 12.258987 5.305476 7.311052 11.277239 
18 12.295110 5.320232 7.332595 11.308604 
19 12.221524 5.301697 7.288709 11.269206 
20 12.224959 5.285681 7.290758 11.235163 
21 12.200704 5.327267 7.276293 11.323558 
22 12.207379 5.309905 7.280274 11.286655 
23 12.213437 5.352642 7.283886 11.377494 
24 12.159033 5.295251 7.251441 11.255506 
25 12.202864 5.338576 7.277581 11.347596 
26 12.204382 5.339484 7.278486 11.349526 
27 12.240132 5.302618 7.299807 11.271165 
28 12.171411 5.325889 7.258823 11.320630 
29 12.175465 5.335598 7.261240 11.341266 
30 12.260774 5.340405 7.312117 11.351484 
31 12.176660 5.332000 7.261953 11.333618 
32 12.227538 5.343800 7.292296 11.358700 
33 12.290017 5.350812 7.329557 11.373606 
34 12.239422 5.334764 7.299384 11.339494 
35 12.214690 5.336971 7.284634 11.344185 
36 12.200801 5.337580 7.276351 11.345480 
37 12.241454 5.359069 7.300596 11.391156 
38 12.293504 5.375811 7.331637 11.426743 
39 12.258554 5.334351 7.310793 11.338616 
40 12.190854 5.363477 7.270418 11.400525 
41 12.223250 5.340071 7.289739 11.350774 
42 12.225143 5.346105 7.290867 11.363601 
43 12.144721 5.330602 7.242905 11.330647 
44 12.288973 5.366559 7.328935 11.407076 
45 12.220699 5.354982 7.288217 11.382469 
46 12.266901 5.350076 7.315771 11.372042 
47 12.193611 5.362761 7.272062 11.399005 
48 12.304051 5.353257 7.337927 11.378801 
49 12.179412 5.361765 7.263595 11.396886 
50 12.357521 5.381341 7.369815 11.438497 
51 12.297668 5.374685 7.334120 11.424349 
52 12.159102 5.341801 7.251482 11.354451 
53 12.390823 5.414757 7.389677 11.509525 
54 12.241907 5.400047 7.300866 11.478258 
55 12.297631 5.376815 7.334098 11.428877 
56 12.162297 5.411197 7.253387 11.501958 
57 12.357992 5.381149 7.370097 11.438089 
58 12.167194 5.397765 7.256308 11.473409 
59 12.366783 5.409955 7.375339 11.499318 
60 12.251339 5.402289 7.306491 11.483024 
61 12.346836 5.379435 7.363443 11.434445 
62 12.073228 5.368461 7.200268 11.411118 
63 12.273165 5.390390 7.319507 11.457732 
64 12.250669 5.443307 7.306091 11.570211 
65 12.216926 5.385333 7.285967 11.446983 
66 12.228677 5.446057 7.292975 11.576057 
67 12.157214 5.367050 7.250356 11.408120 
68 12.456701 5.471050 7.428965 11.629182 
69 12.246674 5.390576 7.303709 11.458127 
70 12.412199 5.475120 7.402425 11.637832 
71 12.204840 5.407402 7.278760 11.493892 
72 12.298914 5.480437 7.334863 11.649134 
73 12.269697 5.444700 7.317439 11.573172 
74 12.298412 5.469672 7.334564 11.626252 
75 12.268511 5.465629 7.316732 11.617659 
76 12.411715 5.466328 7.402136 11.619144 
77 12.373124 5.461425 7.379121 11.608723 
78 12.374983 5.486257 7.380230 11.661506 
79 12.268062 5.436136 7.316464 11.554968 
80 12.404713 5.442661 7.397960 11.568838 
81 12.177245 5.445886 7.262302 11.575694 
82 12.451642 5.520812 7.425948 11.734954 
83 12.179802 5.445995 7.263827 11.575925 
84 12.403843 5.520750 7.397441 11.734823 
85 12.228244 5.443234 7.292717 11.570056 
86 12.374922 5.547054 7.380193 11.790734 
87 12.348536 5.539588 7.364457 11.774864 
88 12.337352 5.505601 7.357787 11.702622 
89 12.301868 5.471312 7.336625 11.629738 
90 12.280614 5.555557 7.323950 11.808807 
91 12.374263 5.522809 7.379800 11.739199 
92 12.299569 5.487268 7.335254 11.663655 
93 12.443894 5.587600 7.421327 11.876919 
