94 12.244706 5.566673 7.302535 11.832437 
95 12.606108 5.544691 7.518068 11.785712 
96 12.435524 5.607412 7.416335 11.919031 
97 12.269818 5.551914 7.317511 11.801065 
98 12.413285 5.578235 7.403072 11.857012 
99 12.452156 5.576794 7.426255 11.853948 
100 12.270892 5.653341 7.318151 12.016657 
101 12.211926 5.463547 7.282985 11.613233 
102 12.257480 5.598707 7.310153 11.900527 
103 12.550290 5.674563 7.484780 12.061765 
104 12.383550 5.620361 7.385339 11.946554 
105 12.349340 5.691442 7.364936 12.097643 
106 12.003186 5.537846 7.158496 11.771162 
107 12.494106 5.705323 7.451273 12.127149 
108 12.445881 5.730712 7.422512 12.181116 
109 12.174480 5.582331 7.260653 11.865718 
110 12.436051 5.720662 7.416649 12.159753 
111 12.319162 5.672524 7.346939 12.057432 
112 13.038164 5.924278 7.775740 12.592556 
113 12.396056 5.808805 7.392797 12.347109 
114 12.782619 5.853305 7.623337 12.441697 
115 12.457297 5.896256 7.429320 12.532992 
116 12.448405 5.680538 7.424017 12.074466 
117 12.502432 5.843367 7.456238 12.420572 
118 12.954829 5.928129 7.726040 12.600741 
119 12.017925 5.744097 7.167286 12.209567 
120 13.184811 6.111477 7.863198 12.990462 
121 11.669967 5.692113 6.959770 12.099070 
122 12.137856 6.113995 7.238811 12.995815 
123 12.287273 5.906495 7.327921 12.554756 
124 11.869293 5.719650 7.078645 12.157602 
125 11.960667 5.956598 7.133138 12.661254 
126 11.737189 6.081908 6.999860 12.927612 
127 10.300483 5.377761 6.143033 11.430887 
128 9.573698 5.387940 5.709591 11.452524 
129 9.438954 5.290509 5.629232 11.245426 
130 10.223109 5.219958 6.096888 11.095464 
131 8.802723 4.687368 5.249795 9.963397 
132 8.931917 5.247372 5.326843 11.153734 
133 10.031058 4.896805 5.982353 10.408574 
134 11.355799 4.790828 6.772405 10.183311 
135 8.293911 4.095341 4.946348 8.704995 
136 9.948054 4.590649 5.932851 9.757813 
137 10.763354 3.974466 6.419081 8.448065 
138 8.569671 4.561814 5.110806 9.696522 
139 9.085800 3.911493 5.418617 8.314210 
